,cell,bounds,x0,x1,y0,y1,label,font_size,is_bold,color,text_rotation
704,C1,"(3, 1, 3, 1)",3,1,4,2,График наливов,12.0,False,#ffffff,0
311,D1,"(4, 1, 4, 1)",4,1,5,2,03.10.2023,12.0,True,#ffffff,0
258,E1,"(5, 1, 5, 1)",5,1,6,2,0,9.0,False,#da9694,90
777,F1,"(6, 1, 6, 1)",6,1,7,2,05,9.0,False,#ccffff,90
558,G1,"(7, 1, 7, 1)",7,1,8,2,10,9.0,False,#ccffff,90
508,H1,"(8, 1, 8, 1)",8,1,9,2,15,9.0,False,#ccffff,90
1006,I1,"(9, 1, 9, 1)",9,1,10,2,20,9.0,False,#ccffff,90
62,J1,"(10, 1, 10, 1)",10,1,11,2,25,9.0,False,#ccffff,90
405,K1,"(11, 1, 11, 1)",11,1,12,2,30,9.0,False,#ccffff,90
358,L1,"(12, 1, 12, 1)",12,1,13,2,35,9.0,False,#ccffff,90
859,M1,"(13, 1, 13, 1)",13,1,14,2,40,9.0,False,#ccffff,90
818,N1,"(14, 1, 14, 1)",14,1,15,2,45,9.0,False,#ccffff,90
601,O1,"(15, 1, 15, 1)",15,1,16,2,50,9.0,False,#ccffff,90
190,P1,"(16, 1, 16, 1)",16,1,17,2,55,9.0,False,#ccffff,90
1479,Q1,"(17, 1, 17, 1)",17,1,18,2,1,9.0,False,#da9694,90
674,R1,"(18, 1, 18, 1)",18,1,19,2,05,9.0,False,#ccffff,90
446,S1,"(19, 1, 19, 1)",19,1,20,2,10,9.0,False,#ccffff,90
46,T1,"(20, 1, 20, 1)",20,1,21,2,15,9.0,False,#ccffff,90
3,U1,"(21, 1, 21, 1)",21,1,22,2,20,9.0,False,#ccffff,90
1288,V1,"(22, 1, 22, 1)",22,1,23,2,25,9.0,False,#ccffff,90
287,W1,"(23, 1, 23, 1)",23,1,24,2,30,9.0,False,#ccffff,90
1562,X1,"(24, 1, 24, 1)",24,1,25,2,35,9.0,False,#ccffff,90
1584,Y1,"(25, 1, 25, 1)",25,1,26,2,40,9.0,False,#ccffff,90
1143,Z1,"(26, 1, 26, 1)",26,1,27,2,45,9.0,False,#ccffff,90
1097,AA1,"(27, 1, 27, 1)",27,1,28,2,50,9.0,False,#ccffff,90
1409,AB1,"(28, 1, 28, 1)",28,1,29,2,55,9.0,False,#ccffff,90
1369,AC1,"(29, 1, 29, 1)",29,1,30,2,2,9.0,False,#da9694,90
994,AD1,"(30, 1, 30, 1)",30,1,31,2,05,9.0,False,#ccffff,90
947,AE1,"(31, 1, 31, 1)",31,1,32,2,10,9.0,False,#ccffff,90
1273,AF1,"(32, 1, 32, 1)",32,1,33,2,15,9.0,False,#ccffff,90
1233,AG1,"(33, 1, 33, 1)",33,1,34,2,20,9.0,False,#ccffff,90
1186,AH1,"(34, 1, 34, 1)",34,1,35,2,25,9.0,False,#ccffff,90
810,AI1,"(35, 1, 35, 1)",35,1,36,2,30,9.0,False,#ccffff,90
1453,AJ1,"(36, 1, 36, 1)",36,1,37,2,35,9.0,False,#ccffff,90
1077,AK1,"(37, 1, 37, 1)",37,1,38,2,40,9.0,False,#ccffff,90
1032,AL1,"(38, 1, 38, 1)",38,1,39,2,45,9.0,False,#ccffff,90
970,AM1,"(39, 1, 39, 1)",39,1,40,2,50,9.0,False,#ccffff,90
1312,AN1,"(40, 1, 40, 1)",40,1,41,2,55,9.0,False,#ccffff,90
1270,AO1,"(41, 1, 41, 1)",41,1,42,2,3,9.0,False,#da9694,90
894,AP1,"(42, 1, 42, 1)",42,1,43,2,05,9.0,False,#ccffff,90
844,AQ1,"(43, 1, 43, 1)",43,1,44,2,10,9.0,False,#ccffff,90
613,AR1,"(44, 1, 44, 1)",44,1,45,2,15,9.0,False,#ccffff,90
562,AS1,"(45, 1, 45, 1)",45,1,46,2,20,9.0,False,#ccffff,90
156,AT1,"(46, 1, 46, 1)",46,1,47,2,25,9.0,False,#ccffff,90
114,AU1,"(47, 1, 47, 1)",47,1,48,2,30,9.0,False,#ccffff,90
959,AV1,"(48, 1, 48, 1)",48,1,49,2,35,9.0,False,#ccffff,90
412,AW1,"(49, 1, 49, 1)",49,1,50,2,40,9.0,False,#ccffff,90
532,AX1,"(50, 1, 50, 1)",50,1,51,2,45,9.0,False,#ccffff,90
1684,AY1,"(51, 1, 51, 1)",51,1,52,2,50,9.0,False,#ccffff,90
89,AZ1,"(52, 1, 52, 1)",52,1,53,2,55,9.0,False,#ccffff,90
775,BA1,"(53, 1, 53, 1)",53,1,54,2,4,9.0,False,#da9694,90
382,BB1,"(54, 1, 54, 1)",54,1,55,2,05,9.0,False,#ccffff,90
340,BC1,"(55, 1, 55, 1)",55,1,56,2,10,9.0,False,#ccffff,90
1110,BD1,"(56, 1, 56, 1)",56,1,57,2,15,9.0,False,#ccffff,90
42,BE1,"(57, 1, 57, 1)",57,1,58,2,20,9.0,False,#ccffff,90
57,BF1,"(58, 1, 58, 1)",58,1,59,2,25,9.0,False,#ccffff,90
1333,BG1,"(59, 1, 59, 1)",59,1,60,2,30,9.0,False,#ccffff,90
1293,BH1,"(60, 1, 60, 1)",60,1,61,2,35,9.0,False,#ccffff,90
1620,BI1,"(61, 1, 61, 1)",61,1,62,2,40,9.0,False,#ccffff,90
1572,BJ1,"(62, 1, 62, 1)",62,1,63,2,45,9.0,False,#ccffff,90
1198,BK1,"(63, 1, 63, 1)",63,1,64,2,50,9.0,False,#ccffff,90
1147,BL1,"(64, 1, 64, 1)",64,1,65,2,55,9.0,False,#ccffff,90
1474,BM1,"(65, 1, 65, 1)",65,1,66,2,5,9.0,False,#da9694,90
1420,BN1,"(66, 1, 66, 1)",66,1,67,2,05,9.0,False,#ccffff,90
1378,BO1,"(67, 1, 67, 1)",67,1,68,2,10,9.0,False,#ccffff,90
1003,BP1,"(68, 1, 68, 1)",68,1,69,2,15,9.0,False,#ccffff,90
1652,BQ1,"(69, 1, 69, 1)",69,1,70,2,20,9.0,False,#ccffff,90
1283,BR1,"(70, 1, 70, 1)",70,1,71,2,25,9.0,False,#ccffff,90
1241,BS1,"(71, 1, 71, 1)",71,1,72,2,30,9.0,False,#ccffff,90
802,BT1,"(72, 1, 72, 1)",72,1,73,2,35,9.0,False,#ccffff,90
817,BU1,"(73, 1, 73, 1)",73,1,74,2,40,9.0,False,#ccffff,90
1468,BV1,"(74, 1, 74, 1)",74,1,75,2,45,9.0,False,#ccffff,90
1091,BW1,"(75, 1, 75, 1)",75,1,76,2,50,9.0,False,#ccffff,90
650,BX1,"(76, 1, 76, 1)",76,1,77,2,55,9.0,False,#ccffff,90
673,BY1,"(77, 1, 77, 1)",77,1,78,2,6,9.0,False,#da9694,90
1321,BZ1,"(78, 1, 78, 1)",78,1,79,2,05,9.0,False,#ccffff,90
887,CA1,"(79, 1, 79, 1)",79,1,80,2,10,9.0,False,#ccffff,90
504,CB1,"(80, 1, 80, 1)",80,1,81,2,15,9.0,False,#ccffff,90
456,CC1,"(81, 1, 81, 1)",81,1,82,2,20,9.0,False,#ccffff,90
1182,CD1,"(82, 1, 82, 1)",82,1,83,2,25,9.0,False,#ccffff,90
740,CE1,"(83, 1, 83, 1)",83,1,84,2,30,9.0,False,#ccffff,90
757,CF1,"(84, 1, 84, 1)",84,1,85,2,35,9.0,False,#ccffff,90
301,CG1,"(85, 1, 85, 1)",85,1,86,2,40,9.0,False,#ccffff,90
969,CH1,"(86, 1, 86, 1)",86,1,87,2,45,9.0,False,#ccffff,90
591,CI1,"(87, 1, 87, 1)",87,1,88,2,50,9.0,False,#ccffff,90
544,CJ1,"(88, 1, 88, 1)",88,1,89,2,55,9.0,False,#ccffff,90
139,CK1,"(89, 1, 89, 1)",89,1,90,2,7,9.0,False,#da9694,90
830,CL1,"(90, 1, 90, 1)",90,1,91,2,05,9.0,False,#ccffff,90
439,CM1,"(91, 1, 91, 1)",91,1,92,2,10,9.0,False,#ccffff,90
393,CN1,"(92, 1, 92, 1)",92,1,93,2,15,9.0,False,#ccffff,90
349,CO1,"(93, 1, 93, 1)",93,1,94,2,20,9.0,False,#ccffff,90
685,CP1,"(94, 1, 94, 1)",94,1,95,2,25,9.0,False,#ccffff,90
632,CQ1,"(95, 1, 95, 1)",95,1,96,2,30,9.0,False,#ccffff,90
234,CR1,"(96, 1, 96, 1)",96,1,97,2,35,9.0,False,#ccffff,90
182,CS1,"(97, 1, 97, 1)",97,1,98,2,40,9.0,False,#ccffff,90
1464,CT1,"(98, 1, 98, 1)",98,1,99,2,45,9.0,False,#ccffff,90
483,CU1,"(99, 1, 99, 1)",99,1,100,2,50,9.0,False,#ccffff,90
433,CV1,"(100, 1, 100, 1)",100,1,101,2,55,9.0,False,#ccffff,90
40,CW1,"(101, 1, 101, 1)",101,1,102,2,8,9.0,False,#da9694,90
1319,CX1,"(102, 1, 102, 1)",102,1,103,2,05,9.0,False,#ccffff,90
1482,CY1,"(103, 1, 103, 1)",103,1,104,2,10,9.0,False,#ccffff,90
1427,CZ1,"(104, 1, 104, 1)",104,1,105,2,15,9.0,False,#ccffff,90
1553,DA1,"(105, 1, 105, 1)",105,1,106,2,20,9.0,False,#ccffff,90
1010,DB1,"(106, 1, 106, 1)",106,1,107,2,25,9.0,False,#ccffff,90
109,DC1,"(107, 1, 107, 1)",107,1,108,2,30,9.0,False,#ccffff,90
1289,DD1,"(108, 1, 108, 1)",108,1,109,2,35,9.0,False,#ccffff,90
1404,DE1,"(109, 1, 109, 1)",109,1,110,2,40,9.0,False,#ccffff,90
864,DF1,"(110, 1, 110, 1)",110,1,111,2,45,9.0,False,#ccffff,90
1522,DG1,"(111, 1, 111, 1)",111,1,112,2,50,9.0,False,#ccffff,90
1641,DH1,"(112, 1, 112, 1)",112,1,113,2,55,9.0,False,#ccffff,90
705,DI1,"(113, 1, 113, 1)",113,1,114,2,9,9.0,False,#da9694,90
1220,DJ1,"(114, 1, 114, 1)",114,1,115,2,05,9.0,False,#ccffff,90
1374,DK1,"(115, 1, 115, 1)",115,1,116,2,10,9.0,False,#ccffff,90
937,DL1,"(116, 1, 116, 1)",116,1,117,2,15,9.0,False,#ccffff,90
896,DM1,"(117, 1, 117, 1)",117,1,118,2,20,9.0,False,#ccffff,90
511,DN1,"(118, 1, 118, 1)",118,1,119,2,25,9.0,False,#ccffff,90
1170,DO1,"(119, 1, 119, 1)",119,1,120,2,30,9.0,False,#ccffff,90
797,DP1,"(120, 1, 120, 1)",120,1,121,2,35,9.0,False,#ccffff,90
747,DQ1,"(121, 1, 121, 1)",121,1,122,2,40,9.0,False,#ccffff,90
360,DR1,"(122, 1, 122, 1)",122,1,123,2,45,9.0,False,#ccffff,90
309,DS1,"(123, 1, 123, 1)",123,1,124,2,50,9.0,False,#ccffff,90
975,DT1,"(124, 1, 124, 1)",124,1,125,2,55,9.0,False,#ccffff,90
604,DU1,"(125, 1, 125, 1)",125,1,126,2,10,9.0,False,#da9694,90
555,DV1,"(126, 1, 126, 1)",126,1,127,2,05,9.0,False,#ccffff,90
146,DW1,"(127, 1, 127, 1)",127,1,128,2,10,9.0,False,#ccffff,90
834,DX1,"(128, 1, 128, 1)",128,1,129,2,15,9.0,False,#ccffff,90
450,DY1,"(129, 1, 129, 1)",129,1,130,2,20,9.0,False,#ccffff,90
401,DZ1,"(130, 1, 130, 1)",130,1,131,2,25,9.0,False,#ccffff,90
1663,EA1,"(131, 1, 131, 1)",131,1,132,2,30,9.0,False,#ccffff,90
692,EB1,"(132, 1, 132, 1)",132,1,133,2,35,9.0,False,#ccffff,90
226,EC1,"(133, 1, 133, 1)",133,1,134,2,40,9.0,False,#ccffff,90
242,ED1,"(134, 1, 134, 1)",134,1,135,2,45,9.0,False,#ccffff,90
1520,EE1,"(135, 1, 135, 1)",135,1,136,2,50,9.0,False,#ccffff,90
539,EF1,"(136, 1, 136, 1)",136,1,137,2,55,9.0,False,#ccffff,90
494,EG1,"(137, 1, 137, 1)",137,1,138,2,11,9.0,False,#da9694,90
32,EH1,"(138, 1, 138, 1)",138,1,139,2,05,9.0,False,#ccffff,90
1371,EI1,"(139, 1, 139, 1)",139,1,140,2,10,9.0,False,#ccffff,90
326,EJ1,"(140, 1, 140, 1)",140,1,141,2,15,9.0,False,#ccffff,90
343,EK1,"(141, 1, 141, 1)",141,1,142,2,20,9.0,False,#ccffff,90
1611,EL1,"(142, 1, 142, 1)",142,1,143,2,25,9.0,False,#ccffff,90
1559,EM1,"(143, 1, 143, 1)",143,1,144,2,30,9.0,False,#ccffff,90
1188,EN1,"(144, 1, 144, 1)",144,1,145,2,35,9.0,False,#ccffff,90
117,EO1,"(145, 1, 145, 1)",145,1,146,2,40,9.0,False,#ccffff,90
1460,EP1,"(146, 1, 146, 1)",146,1,147,2,45,9.0,False,#ccffff,90
1407,EQ1,"(147, 1, 147, 1)",147,1,148,2,50,9.0,False,#ccffff,90
1036,ER1,"(148, 1, 148, 1)",148,1,149,2,55,9.0,False,#ccffff,90
1687,ES1,"(149, 1, 149, 1)",149,1,150,2,12,9.0,False,#da9694,90
1646,ET1,"(150, 1, 150, 1)",150,1,151,2,05,9.0,False,#ccffff,90
1272,EU1,"(151, 1, 151, 1)",151,1,152,2,10,9.0,False,#ccffff,90
1231,EV1,"(152, 1, 152, 1)",152,1,153,2,15,9.0,False,#ccffff,90
1547,EW1,"(153, 1, 153, 1)",153,1,154,2,20,9.0,False,#ccffff,90
1497,EX1,"(154, 1, 154, 1)",154,1,155,2,25,9.0,False,#ccffff,90
1128,EY1,"(155, 1, 155, 1)",155,1,156,2,30,9.0,False,#ccffff,90
1075,EZ1,"(156, 1, 156, 1)",156,1,157,2,35,9.0,False,#ccffff,90
17,FA1,"(157, 1, 157, 1)",157,1,158,2,40,9.0,False,#ccffff,90
1348,FB1,"(158, 1, 158, 1)",158,1,159,2,45,9.0,False,#ccffff,90
1308,FC1,"(159, 1, 159, 1)",159,1,160,2,50,9.0,False,#ccffff,90
934,FD1,"(160, 1, 160, 1)",160,1,161,2,55,9.0,False,#ccffff,90
1030,FE1,"(161, 1, 161, 1)",161,1,162,2,13,9.0,False,#da9694,90
1149,FF1,"(162, 1, 162, 1)",162,1,163,2,05,9.0,False,#ccffff,90
611,FG1,"(163, 1, 163, 1)",163,1,164,2,10,9.0,False,#ccffff,90
727,FH1,"(164, 1, 164, 1)",164,1,165,2,15,9.0,False,#ccffff,90
890,FI1,"(165, 1, 165, 1)",165,1,166,2,20,9.0,False,#ccffff,90
1007,FJ1,"(166, 1, 166, 1)",166,1,167,2,25,9.0,False,#ccffff,90
457,FK1,"(167, 1, 167, 1)",167,1,168,2,30,9.0,False,#ccffff,90
576,FL1,"(168, 1, 168, 1)",168,1,169,2,35,9.0,False,#ccffff,90
530,FM1,"(169, 1, 169, 1)",169,1,170,2,40,9.0,False,#ccffff,90
861,FN1,"(170, 1, 170, 1)",170,1,171,2,45,9.0,False,#ccffff,90
820,FO1,"(171, 1, 171, 1)",171,1,172,2,50,9.0,False,#ccffff,90
1575,FP1,"(172, 1, 172, 1)",172,1,173,2,55,9.0,False,#ccffff,90
378,FQ1,"(173, 1, 173, 1)",173,1,174,2,14,9.0,False,#da9694,90
551,FR1,"(174, 1, 174, 1)",174,1,175,2,05,9.0,False,#ccffff,90
83,FS1,"(175, 1, 175, 1)",175,1,176,2,10,9.0,False,#ccffff,90
41,FT1,"(176, 1, 176, 1)",176,1,177,2,15,9.0,False,#ccffff,90
1381,FU1,"(177, 1, 177, 1)",177,1,178,2,20,9.0,False,#ccffff,90
336,FV1,"(178, 1, 178, 1)",178,1,179,2,25,9.0,False,#ccffff,90
1655,FW1,"(179, 1, 179, 1)",179,1,180,2,30,9.0,False,#ccffff,90
1618,FX1,"(180, 1, 180, 1)",180,1,181,2,35,9.0,False,#ccffff,90
1245,FY1,"(181, 1, 181, 1)",181,1,182,2,40,9.0,False,#ccffff,90
170,FZ1,"(182, 1, 182, 1)",182,1,183,2,45,9.0,False,#ccffff,90
124,GA1,"(183, 1, 183, 1)",183,1,184,2,50,9.0,False,#ccffff,90
1472,GB1,"(184, 1, 184, 1)",184,1,185,2,55,9.0,False,#ccffff,90
1416,GC1,"(185, 1, 185, 1)",185,1,186,2,15,9.0,False,#da9694,90
27,GD1,"(186, 1, 186, 1)",186,1,187,2,05,9.0,False,#ccffff,90
1690,GE1,"(187, 1, 187, 1)",187,1,188,2,10,9.0,False,#ccffff,90
1267,GF1,"(188, 1, 188, 1)",188,1,189,2,15,9.0,False,#ccffff,90
1278,GG1,"(189, 1, 189, 1)",189,1,190,2,20,9.0,False,#ccffff,90
214,GH1,"(190, 1, 190, 1)",190,1,191,2,25,9.0,False,#ccffff,90
1557,GI1,"(191, 1, 191, 1)",191,1,192,2,30,9.0,False,#ccffff,90
1120,GJ1,"(192, 1, 192, 1)",192,1,193,2,35,9.0,False,#ccffff,90
1131,GK1,"(193, 1, 193, 1)",193,1,194,2,40,9.0,False,#ccffff,90
697,GL1,"(194, 1, 194, 1)",194,1,195,2,45,9.0,False,#ccffff,90
1341,GM1,"(195, 1, 195, 1)",195,1,196,2,50,9.0,False,#ccffff,90
1355,GN1,"(196, 1, 196, 1)",196,1,197,2,55,9.0,False,#ccffff,90
931,GO1,"(197, 1, 197, 1)",197,1,198,2,16,9.0,False,#da9694,90
549,GP1,"(198, 1, 198, 1)",198,1,199,2,05,9.0,False,#ccffff,90
1210,GQ1,"(199, 1, 199, 1)",199,1,200,2,10,9.0,False,#ccffff,90
1224,GR1,"(200, 1, 200, 1)",200,1,201,2,15,9.0,False,#ccffff,90
788,GS1,"(201, 1, 201, 1)",201,1,202,2,20,9.0,False,#ccffff,90
737,GT1,"(202, 1, 202, 1)",202,1,203,2,25,9.0,False,#ccffff,90
1062,GU1,"(203, 1, 203, 1)",203,1,204,2,30,9.0,False,#ccffff,90
1015,GV1,"(204, 1, 204, 1)",204,1,205,2,35,9.0,False,#ccffff,90
634,GW1,"(205, 1, 205, 1)",205,1,206,2,40,9.0,False,#ccffff,90
587,GX1,"(206, 1, 206, 1)",206,1,207,2,45,9.0,False,#ccffff,90
1249,GY1,"(207, 1, 207, 1)",207,1,208,2,50,9.0,False,#ccffff,90
869,GZ1,"(208, 1, 208, 1)",208,1,209,2,55,9.0,False,#ccffff,90
827,HA1,"(209, 1, 209, 1)",209,1,210,2,17,9.0,False,#da9694,90
437,HB1,"(210, 1, 210, 1)",210,1,211,2,05,9.0,False,#ccffff,90
1103,HC1,"(211, 1, 211, 1)",211,1,212,2,10,9.0,False,#ccffff,90
723,HD1,"(212, 1, 212, 1)",212,1,213,2,15,9.0,False,#ccffff,90
682,HE1,"(213, 1, 213, 1)",213,1,214,2,20,9.0,False,#ccffff,90
212,HF1,"(214, 1, 214, 1)",214,1,215,2,25,9.0,False,#ccffff,90
232,HG1,"(215, 1, 215, 1)",215,1,216,2,30,9.0,False,#ccffff,90
918,HH1,"(216, 1, 216, 1)",216,1,217,2,35,9.0,False,#ccffff,90
526,HI1,"(217, 1, 217, 1)",217,1,218,2,40,9.0,False,#ccffff,90
478,HJ1,"(218, 1, 218, 1)",218,1,219,2,45,9.0,False,#ccffff,90
79,HK1,"(219, 1, 219, 1)",219,1,220,2,50,9.0,False,#ccffff,90
178,HL1,"(220, 1, 220, 1)",220,1,221,2,55,9.0,False,#ccffff,90
314,HM1,"(221, 1, 221, 1)",221,1,222,2,18,9.0,False,#da9694,90
1480,HN1,"(222, 1, 222, 1)",222,1,223,2,05,9.0,False,#ccffff,90
1599,HO1,"(223, 1, 223, 1)",223,1,224,2,10,9.0,False,#ccffff,90
36,HP1,"(224, 1, 224, 1)",224,1,225,2,15,9.0,False,#ccffff,90
150,HQ1,"(225, 1, 225, 1)",225,1,226,2,20,9.0,False,#ccffff,90
1329,HR1,"(226, 1, 226, 1)",226,1,227,2,25,9.0,False,#ccffff,90
1444,HS1,"(227, 1, 227, 1)",227,1,228,2,30,9.0,False,#ccffff,90
1244,HT1,"(228, 1, 228, 1)",228,1,229,2,35,9.0,False,#ccffff,90
1176,HU1,"(229, 1, 229, 1)",229,1,230,2,40,9.0,False,#ccffff,90
1680,HV1,"(230, 1, 230, 1)",230,1,231,2,45,9.0,False,#ccffff,90
751,HW1,"(231, 1, 231, 1)",231,1,232,2,50,9.0,False,#ccffff,90
1402,HX1,"(232, 1, 232, 1)",232,1,233,2,55,9.0,False,#ccffff,90
1045,HY1,"(233, 1, 233, 1)",233,1,234,2,19,9.0,False,#da9694,90
981,HZ1,"(234, 1, 234, 1)",234,1,235,2,05,9.0,False,#ccffff,90
935,IA1,"(235, 1, 235, 1)",235,1,236,2,10,9.0,False,#ccffff,90
1261,IB1,"(236, 1, 236, 1)",236,1,237,2,15,9.0,False,#ccffff,90
1218,IC1,"(237, 1, 237, 1)",237,1,238,2,20,9.0,False,#ccffff,90
837,ID1,"(238, 1, 238, 1)",238,1,239,2,25,9.0,False,#ccffff,90
795,IE1,"(239, 1, 239, 1)",239,1,240,2,30,9.0,False,#ccffff,90
745,IF1,"(240, 1, 240, 1)",240,1,241,2,35,9.0,False,#ccffff,90
1070,IG1,"(241, 1, 241, 1)",241,1,242,2,40,9.0,False,#ccffff,90
1021,IH1,"(242, 1, 242, 1)",242,1,243,2,45,9.0,False,#ccffff,90
644,II1,"(243, 1, 243, 1)",243,1,244,2,50,9.0,False,#ccffff,90
602,IJ1,"(244, 1, 244, 1)",244,1,245,2,55,9.0,False,#ccffff,90
927,IK1,"(245, 1, 245, 1)",245,1,246,2,20,9.0,False,#da9694,90
878,IL1,"(246, 1, 246, 1)",246,1,247,2,05,9.0,False,#ccffff,90
426,IM1,"(247, 1, 247, 1)",247,1,248,2,10,9.0,False,#ccffff,90
447,IN1,"(248, 1, 248, 1)",248,1,249,2,15,9.0,False,#ccffff,90
213,IO1,"(249, 1, 249, 1)",249,1,250,2,20,9.0,False,#ccffff,90
732,IP1,"(250, 1, 250, 1)",250,1,251,2,25,9.0,False,#ccffff,90
270,IQ1,"(251, 1, 251, 1)",251,1,252,2,30,9.0,False,#ccffff,90
224,IR1,"(252, 1, 252, 1)",252,1,253,2,35,9.0,False,#ccffff,90
963,IS1,"(253, 1, 253, 1)",253,1,254,2,40,9.0,False,#ccffff,90
1340,IT1,"(254, 1, 254, 1)",254,1,255,2,45,9.0,False,#ccffff,90
535,IU1,"(255, 1, 255, 1)",255,1,256,2,50,9.0,False,#ccffff,90
73,IV1,"(256, 1, 256, 1)",256,1,257,2,55,9.0,False,#ccffff,90
824,IW1,"(257, 1, 257, 1)",257,1,258,2,21,9.0,False,#da9694,90
371,IX1,"(258, 1, 258, 1)",258,1,259,2,05,9.0,False,#ccffff,90
1160,IY1,"(259, 1, 259, 1)",259,1,260,2,10,9.0,False,#ccffff,90
1648,IZ1,"(260, 1, 260, 1)",260,1,261,2,15,9.0,False,#ccffff,90
1430,JA1,"(261, 1, 261, 1)",261,1,262,2,20,9.0,False,#ccffff,90
209,JB1,"(262, 1, 262, 1)",262,1,263,2,25,9.0,False,#ccffff,90
159,JC1,"(263, 1, 263, 1)",263,1,264,2,30,9.0,False,#ccffff,90
1503,JD1,"(264, 1, 264, 1)",264,1,265,2,35,9.0,False,#ccffff,90
1457,JE1,"(265, 1, 265, 1)",265,1,266,2,40,9.0,False,#ccffff,90
1248,JF1,"(266, 1, 266, 1)",266,1,267,2,45,9.0,False,#ccffff,90
20,JG1,"(267, 1, 267, 1)",267,1,268,2,50,9.0,False,#ccffff,90
1686,JH1,"(268, 1, 268, 1)",268,1,269,2,55,9.0,False,#ccffff,90
1313,JI1,"(269, 1, 269, 1)",269,1,270,2,22,9.0,False,#da9694,90
1102,JJ1,"(270, 1, 270, 1)",270,1,271,2,05,9.0,False,#ccffff,90
1594,JK1,"(271, 1, 271, 1)",271,1,272,2,10,9.0,False,#ccffff,90
1543,JL1,"(272, 1, 272, 1)",272,1,273,2,15,9.0,False,#ccffff,90
1111,JM1,"(273, 1, 273, 1)",273,1,274,2,20,9.0,False,#ccffff,90
952,JN1,"(274, 1, 274, 1)",274,1,275,2,25,9.0,False,#ccffff,90
915,JO1,"(275, 1, 275, 1)",275,1,276,2,30,9.0,False,#ccffff,90
1396,JP1,"(276, 1, 276, 1)",276,1,277,2,35,9.0,False,#ccffff,90
1346,JQ1,"(277, 1, 277, 1)",277,1,278,2,40,9.0,False,#ccffff,90
749,JR1,"(278, 1, 278, 1)",278,1,279,2,45,9.0,False,#ccffff,90
767,JS1,"(279, 1, 279, 1)",279,1,280,2,50,9.0,False,#ccffff,90
312,JT1,"(280, 1, 280, 1)",280,1,281,2,55,9.0,False,#ccffff,90
655,JU1,"(281, 1, 281, 1)",281,1,282,2,23,9.0,False,#da9694,90
607,JV1,"(282, 1, 282, 1)",282,1,283,2,05,9.0,False,#ccffff,90
932,JW1,"(283, 1, 283, 1)",283,1,284,2,10,9.0,False,#ccffff,90
149,JX1,"(284, 1, 284, 1)",284,1,285,2,15,9.0,False,#ccffff,90
106,JY1,"(285, 1, 285, 1)",285,1,286,2,20,9.0,False,#ccffff,90
272,JZ1,"(286, 1, 286, 1)",286,1,287,2,25,9.0,False,#ccffff,90
406,KA1,"(287, 1, 287, 1)",287,1,288,2,30,9.0,False,#ccffff,90
339,KB1,"(288, 1, 288, 1)",288,1,289,2,35,9.0,False,#ccffff,90
1679,KC1,"(289, 1, 289, 1)",289,1,290,2,40,9.0,False,#ccffff,90
1623,KD1,"(290, 1, 290, 1)",290,1,291,2,45,9.0,False,#ccffff,90
245,KE1,"(291, 1, 291, 1)",291,1,292,2,50,9.0,False,#ccffff,90
191,KF1,"(292, 1, 292, 1)",292,1,293,2,55,9.0,False,#ccffff,90
129,KG1,"(293, 1, 293, 1)",293,1,294,2,0+1,9.0,False,#da9694,90
1493,KH1,"(294, 1, 294, 1)",294,1,295,2,05,9.0,False,#ccffff,90
92,KI1,"(295, 1, 295, 1)",295,1,296,2,10,9.0,False,#ccffff,90
47,KJ1,"(296, 1, 296, 1)",296,1,297,2,15,9.0,False,#ccffff,90
4,KK1,"(297, 1, 297, 1)",297,1,298,2,20,9.0,False,#ccffff,90
1653,KL1,"(298, 1, 298, 1)",298,1,299,2,25,9.0,False,#ccffff,90
1438,KM1,"(299, 1, 299, 1)",299,1,300,2,30,9.0,False,#ccffff,90
1067,KN1,"(300, 1, 300, 1)",300,1,301,2,35,9.0,False,#ccffff,90
1020,KO1,"(301, 1, 301, 1)",301,1,302,2,40,9.0,False,#ccffff,90
1512,KP1,"(302, 1, 302, 1)",302,1,303,2,45,9.0,False,#ccffff,90
1298,KQ1,"(303, 1, 303, 1)",303,1,304,2,50,9.0,False,#ccffff,90
1410,KR1,"(304, 1, 304, 1)",304,1,305,2,55,9.0,False,#ccffff,90
875,KS1,"(305, 1, 305, 1)",305,1,306,2,1+1,9.0,False,#da9694,90
995,KT1,"(306, 1, 306, 1)",306,1,307,2,05,9.0,False,#ccffff,90
1153,KU1,"(307, 1, 307, 1)",307,1,308,2,10,9.0,False,#ccffff,90
1113,KV1,"(308, 1, 308, 1)",308,1,309,2,15,9.0,False,#ccffff,90
730,KW1,"(309, 1, 309, 1)",309,1,310,2,20,9.0,False,#ccffff,90
268,KX1,"(310, 1, 310, 1)",310,1,311,2,25,9.0,False,#ccffff,90
223,KY1,"(311, 1, 311, 1)",311,1,312,2,30,9.0,False,#ccffff,90
962,KZ1,"(312, 1, 312, 1)",312,1,313,2,35,9.0,False,#ccffff,90
521,LA1,"(313, 1, 313, 1)",313,1,314,2,40,9.0,False,#ccffff,90
119,LB1,"(314, 1, 314, 1)",314,1,315,2,45,9.0,False,#ccffff,90
72,LC1,"(315, 1, 315, 1)",315,1,316,2,50,9.0,False,#ccffff,90
822,LD1,"(316, 1, 316, 1)",316,1,317,2,55,9.0,False,#ccffff,90
