,cell,bounds,x0,x1,y0,y1,label,font_size,is_bold,color,text_rotation
794,DX23,"(128, 23, 128, 23)",128,23,129,24,15,9.0,False,#ccffff,90
151,DY23,"(129, 23, 129, 23)",129,23,130,24,20,9.0,False,#ccffff,90
165,DZ23,"(130, 23, 130, 23)",130,23,131,24,25,9.0,False,#ccffff,90
1446,EA23,"(131, 23, 131, 23)",131,23,132,24,30,9.0,False,#ccffff,90
643,EB23,"(132, 23, 132, 23)",132,23,133,24,35,9.0,False,#ccffff,90
174,EC23,"(133, 23, 133, 23)",133,23,134,24,40,9.0,False,#ccffff,90
25,ED23,"(134, 23, 134, 23)",134,23,135,24,45,9.0,False,#ccffff,90
1305,EE23,"(135, 23, 135, 23)",135,23,136,24,50,9.0,False,#ccffff,90
1265,EF23,"(136, 23, 136, 23)",136,23,137,24,55,9.0,False,#ccffff,90
33,EG23,"(137, 23, 137, 23)",137,23,138,24,16,9.0,False,#da9694,90
1540,EH23,"(138, 23, 138, 23)",138,23,139,24,05,9.0,False,#ccffff,90
1165,EI23,"(139, 23, 139, 23)",139,23,140,24,10,9.0,False,#ccffff,90
1118,EJ23,"(140, 23, 140, 23)",140,23,141,24,15,9.0,False,#ccffff,90
1072,EK23,"(141, 23, 141, 23)",141,23,142,24,20,9.0,False,#ccffff,90
1389,EL23,"(142, 23, 142, 23)",142,23,143,24,25,9.0,False,#ccffff,90
1339,EM23,"(143, 23, 143, 23)",143,23,144,24,30,9.0,False,#ccffff,90
121,EN23,"(144, 23, 144, 23)",144,23,145,24,35,9.0,False,#ccffff,90
929,EO23,"(145, 23, 145, 23)",145,23,146,24,40,9.0,False,#ccffff,90
1254,EP23,"(146, 23, 146, 23)",146,23,147,24,45,9.0,False,#ccffff,90
1209,EQ23,"(147, 23, 147, 23)",147,23,148,24,50,9.0,False,#ccffff,90
1159,ER23,"(148, 23, 148, 23)",148,23,149,24,55,9.0,False,#ccffff,90
1096,ES23,"(149, 23, 149, 23)",149,23,150,24,17,9.0,False,#da9694,90
1429,ET23,"(150, 23, 150, 23)",150,23,151,24,05,9.0,False,#ccffff,90
1059,EU23,"(151, 23, 151, 23)",151,23,152,24,10,9.0,False,#ccffff,90
1012,EV23,"(152, 23, 152, 23)",152,23,153,24,15,9.0,False,#ccffff,90
946,EW23,"(153, 23, 153, 23)",153,23,154,24,20,9.0,False,#ccffff,90
734,EX23,"(154, 23, 154, 23)",154,23,155,24,25,9.0,False,#ccffff,90
849,EY23,"(155, 23, 155, 23)",155,23,156,24,30,9.0,False,#ccffff,90
292,EZ23,"(156, 23, 156, 23)",156,23,157,24,35,9.0,False,#ccffff,90
418,FA23,"(157, 23, 157, 23)",157,23,158,24,40,9.0,False,#ccffff,90
760,FB23,"(158, 23, 158, 23)",158,23,159,24,45,9.0,False,#ccffff,90
538,FC23,"(159, 23, 159, 23)",159,23,160,24,50,9.0,False,#ccffff,90
663,FD23,"(160, 23, 160, 23)",160,23,161,24,55,9.0,False,#ccffff,90
264,FE23,"(161, 23, 161, 23)",161,23,162,24,18,9.0,False,#da9694,90
211,FF23,"(162, 23, 162, 23)",162,23,163,24,05,9.0,False,#ccffff,90
387,FG23,"(163, 23, 163, 23)",163,23,164,24,10,9.0,False,#ccffff,90
1650,FH23,"(164, 23, 164, 23)",164,23,165,24,15,9.0,False,#ccffff,90
1274,FI23,"(165, 23, 165, 23)",165,23,166,24,20,9.0,False,#ccffff,90
1235,FJ23,"(166, 23, 166, 23)",166,23,167,24,25,9.0,False,#ccffff,90
160,FK23,"(167, 23, 167, 23)",167,23,168,24,30,9.0,False,#ccffff,90
1506,FL23,"(168, 23, 168, 23)",168,23,169,24,35,9.0,False,#ccffff,90
1459,FM23,"(169, 23, 169, 23)",169,23,170,24,40,9.0,False,#ccffff,90
1080,FN23,"(170, 23, 170, 23)",170,23,171,24,45,9.0,False,#ccffff,90
21,FO23,"(171, 23, 171, 23)",171,23,172,24,50,9.0,False,#ccffff,90
1351,FP23,"(172, 23, 172, 23)",172,23,173,24,55,9.0,False,#ccffff,90
1315,FQ23,"(173, 23, 173, 23)",173,23,174,24,19,9.0,False,#da9694,90
1271,FR23,"(174, 23, 174, 23)",174,23,175,24,05,9.0,False,#ccffff,90
1596,FS23,"(175, 23, 175, 23)",175,23,176,24,10,9.0,False,#ccffff,90
1546,FT23,"(176, 23, 176, 23)",176,23,177,24,15,9.0,False,#ccffff,90
1172,FU23,"(177, 23, 177, 23)",177,23,178,24,20,9.0,False,#ccffff,90
1125,FV23,"(178, 23, 178, 23)",178,23,179,24,25,9.0,False,#ccffff,90
1622,FW23,"(179, 23, 179, 23)",179,23,180,24,30,9.0,False,#ccffff,90
1397,FX23,"(180, 23, 180, 23)",180,23,181,24,35,9.0,False,#ccffff,90
1347,FY23,"(181, 23, 181, 23)",181,23,182,24,40,9.0,False,#ccffff,90
977,FZ23,"(182, 23, 182, 23)",182,23,183,24,45,9.0,False,#ccffff,90
537,GA23,"(183, 23, 183, 23)",183,23,184,24,50,9.0,False,#ccffff,90
1259,GB23,"(184, 23, 184, 23)",184,23,185,24,55,9.0,False,#ccffff,90
1216,GC23,"(185, 23, 185, 23)",185,23,186,24,20,9.0,False,#da9694,90
779,GD23,"(186, 23, 186, 23)",186,23,187,24,05,9.0,False,#ccffff,90
385,GE23,"(187, 23, 187, 23)",187,23,188,24,10,9.0,False,#ccffff,90
1051,GF23,"(188, 23, 188, 23)",188,23,189,24,15,9.0,False,#ccffff,90
1068,GG23,"(189, 23, 189, 23)",189,23,190,24,20,9.0,False,#ccffff,90
628,GH23,"(190, 23, 190, 23)",190,23,191,24,25,9.0,False,#ccffff,90
642,GI23,"(191, 23, 191, 23)",191,23,192,24,30,9.0,False,#ccffff,90
911,GJ23,"(192, 23, 192, 23)",192,23,193,24,35,9.0,False,#ccffff,90
860,GK23,"(193, 23, 193, 23)",193,23,194,24,40,9.0,False,#ccffff,90
475,GL23,"(194, 23, 194, 23)",194,23,195,24,45,9.0,False,#ccffff,90
425,GM23,"(195, 23, 195, 23)",195,23,196,24,50,9.0,False,#ccffff,90
765,GN23,"(196, 23, 196, 23)",196,23,197,24,55,9.0,False,#ccffff,90
716,GO23,"(197, 23, 197, 23)",197,23,198,24,21,9.0,False,#da9694,90
327,GP23,"(198, 23, 198, 23)",198,23,199,24,05,9.0,False,#ccffff,90
267,GQ23,"(199, 23, 199, 23)",199,23,200,24,10,9.0,False,#ccffff,90
943,GR23,"(200, 23, 200, 23)",200,23,201,24,15,9.0,False,#ccffff,90
570,GS23,"(201, 23, 201, 23)",201,23,202,24,20,9.0,False,#ccffff,90
520,GT23,"(202, 23, 202, 23)",202,23,203,24,25,9.0,False,#ccffff,90
118,GU23,"(203, 23, 203, 23)",203,23,204,24,30,9.0,False,#ccffff,90
70,GV23,"(204, 23, 204, 23)",204,23,205,24,35,9.0,False,#ccffff,90
758,GW23,"(205, 23, 205, 23)",205,23,206,24,40,9.0,False,#ccffff,90
367,GX23,"(206, 23, 206, 23)",206,23,207,24,45,9.0,False,#ccffff,90
322,GY23,"(207, 23, 207, 23)",207,23,208,24,50,9.0,False,#ccffff,90
1647,GZ23,"(208, 23, 208, 23)",208,23,209,24,55,9.0,False,#ccffff,90
616,HA23,"(209, 23, 209, 23)",209,23,210,24,22,9.0,False,#da9694,90
206,HB23,"(210, 23, 210, 23)",210,23,211,24,05,9.0,False,#ccffff,90
158,HC23,"(211, 23, 211, 23)",211,23,212,24,10,9.0,False,#ccffff,90
1437,HD23,"(212, 23, 212, 23)",212,23,213,24,15,9.0,False,#ccffff,90
1603,HE23,"(213, 23, 213, 23)",213,23,214,24,20,9.0,False,#ccffff,90
1,HF23,"(214, 23, 214, 23)",214,23,215,24,25,9.0,False,#ccffff,90
1183,HG23,"(215, 23, 215, 23)",215,23,216,24,30,9.0,False,#ccffff,90
1297,HH23,"(216, 23, 216, 23)",216,23,217,24,35,9.0,False,#ccffff,90
1450,HI23,"(217, 23, 217, 23)",217,23,218,24,40,9.0,False,#ccffff,90
1580,HJ23,"(218, 23, 218, 23)",218,23,219,24,45,9.0,False,#ccffff,90
1534,HK23,"(219, 23, 219, 23)",219,23,220,24,50,9.0,False,#ccffff,90
1151,HL23,"(220, 23, 220, 23)",220,23,221,24,55,9.0,False,#ccffff,90
87,HM23,"(221, 23, 221, 23)",221,23,222,24,23,9.0,False,#da9694,90
1268,HN23,"(222, 23, 222, 23)",222,23,223,24,05,9.0,False,#ccffff,90
832,HO23,"(223, 23, 223, 23)",223,23,224,24,10,9.0,False,#ccffff,90
442,HP23,"(224, 23, 224, 23)",224,23,225,24,15,9.0,False,#ccffff,90
1106,HQ23,"(225, 23, 225, 23)",225,23,226,24,20,9.0,False,#ccffff,90
1061,HR23,"(226, 23, 226, 23)",226,23,227,24,25,9.0,False,#ccffff,90
688,HS23,"(227, 23, 227, 23)",227,23,228,24,30,9.0,False,#ccffff,90
633,HT23,"(228, 23, 228, 23)",228,23,229,24,35,9.0,False,#ccffff,90
236,HU23,"(229, 23, 229, 23)",229,23,230,24,40,9.0,False,#ccffff,90
923,HV23,"(230, 23, 230, 23)",230,23,231,24,45,9.0,False,#ccffff,90
868,HW23,"(231, 23, 231, 23)",231,23,232,24,50,9.0,False,#ccffff,90
486,HX23,"(232, 23, 232, 23)",232,23,233,24,55,9.0,False,#ccffff,90
436,HY23,"(233, 23, 233, 23)",233,23,234,24,0+1,9.0,False,#da9694,90
773,HZ23,"(234, 23, 234, 23)",234,23,235,24,05,9.0,False,#ccffff,90
722,IA23,"(235, 23, 235, 23)",235,23,236,24,10,9.0,False,#ccffff,90
337,IB23,"(236, 23, 236, 23)",236,23,237,24,15,9.0,False,#ccffff,90
281,IC23,"(237, 23, 237, 23)",237,23,238,24,20,9.0,False,#ccffff,90
954,ID23,"(238, 23, 238, 23)",238,23,239,24,25,9.0,False,#ccffff,90
573,IE23,"(239, 23, 239, 23)",239,23,240,24,30,9.0,False,#ccffff,90
113,IF23,"(240, 23, 240, 23)",240,23,241,24,35,9.0,False,#ccffff,90
126,IG23,"(241, 23, 241, 23)",241,23,242,24,40,9.0,False,#ccffff,90
816,IH23,"(242, 23, 242, 23)",242,23,243,24,45,9.0,False,#ccffff,90
421,II23,"(243, 23, 243, 23)",243,23,244,24,50,9.0,False,#ccffff,90
374,IJ23,"(244, 23, 244, 23)",244,23,245,24,55,9.0,False,#ccffff,90
1642,IK23,"(245, 23, 245, 23)",245,23,246,24,1+1,9.0,False,#da9694,90
669,IL23,"(246, 23, 246, 23)",246,23,247,24,05,9.0,False,#ccffff,90
199,IM23,"(247, 23, 247, 23)",247,23,248,24,10,9.0,False,#ccffff,90
218,IN23,"(248, 23, 248, 23)",248,23,249,24,15,9.0,False,#ccffff,90
1495,IO23,"(249, 23, 249, 23)",249,23,250,24,20,9.0,False,#ccffff,90
1442,IP23,"(250, 23, 250, 23)",250,23,251,24,25,9.0,False,#ccffff,90
54,IQ23,"(251, 23, 251, 23)",251,23,252,24,30,9.0,False,#ccffff,90
13,IR23,"(252, 23, 252, 23)",252,23,253,24,35,9.0,False,#ccffff,90
1343,IS23,"(253, 23, 253, 23)",253,23,254,24,40,9.0,False,#ccffff,90
1303,IT23,"(254, 23, 254, 23)",254,23,255,24,45,9.0,False,#ccffff,90
1632,IU23,"(255, 23, 255, 23)",255,23,256,24,50,9.0,False,#ccffff,90
1590,IV23,"(256, 23, 256, 23)",256,23,257,24,55,9.0,False,#ccffff,90
1539,IW23,"(257, 23, 257, 23)",257,23,258,24,2+1,9.0,False,#da9694,90
1161,IX23,"(258, 23, 258, 23)",258,23,259,24,05,9.0,False,#ccffff,90
93,IY23,"(259, 23, 259, 23)",259,23,260,24,10,9.0,False,#ccffff,90
1434,IZ23,"(260, 23, 260, 23)",260,23,261,24,15,9.0,False,#ccffff,90
1387,JA23,"(261, 23, 261, 23)",261,23,262,24,20,9.0,False,#ccffff,90
1017,JB23,"(262, 23, 262, 23)",262,23,263,24,25,9.0,False,#ccffff,90
1670,JC23,"(263, 23, 263, 23)",263,23,264,24,30,9.0,False,#ccffff,90
1628,JD23,"(264, 23, 264, 23)",264,23,265,24,35,9.0,False,#ccffff,90
1252,JE23,"(265, 23, 265, 23)",265,23,266,24,40,9.0,False,#ccffff,90
1206,JF23,"(266, 23, 266, 23)",266,23,267,24,45,9.0,False,#ccffff,90
1529,JG23,"(267, 23, 267, 23)",267,23,268,24,50,9.0,False,#ccffff,90
1484,JH23,"(268, 23, 268, 23)",268,23,269,24,55,9.0,False,#ccffff,90
541,JI23,"(269, 23, 269, 23)",269,23,270,24,3+1,9.0,False,#da9694,90
1056,JJ23,"(270, 23, 270, 23)",270,23,271,24,05,9.0,False,#ccffff,90
1316,JK23,"(271, 23, 271, 23)",271,23,272,24,10,9.0,False,#ccffff,90
784,JL23,"(272, 23, 272, 23)",272,23,273,24,15,9.0,False,#ccffff,90
902,JM23,"(273, 23, 273, 23)",273,23,274,24,20,9.0,False,#ccffff,90
346,JN23,"(274, 23, 274, 23)",274,23,275,24,25,9.0,False,#ccffff,90
467,JO23,"(275, 23, 275, 23)",275,23,276,24,30,9.0,False,#ccffff,90
1129,JP23,"(276, 23, 276, 23)",276,23,277,24,35,9.0,False,#ccffff,90
756,JQ23,"(277, 23, 277, 23)",277,23,278,24,40,9.0,False,#ccffff,90
707,JR23,"(278, 23, 278, 23)",278,23,279,24,45,9.0,False,#ccffff,90
316,JS23,"(279, 23, 279, 23)",279,23,280,24,50,9.0,False,#ccffff,90
416,JT23,"(280, 23, 280, 23)",280,23,281,24,55,9.0,False,#ccffff,90
430,JU23,"(281, 23, 281, 23)",281,23,282,24,4+1,9.0,False,#da9694,90
1688,JV23,"(282, 23, 282, 23)",282,23,283,24,05,9.0,False,#ccffff,90
514,JW23,"(283, 23, 283, 23)",283,23,284,24,10,9.0,False,#ccffff,90
259,JX23,"(284, 23, 284, 23)",284,23,285,24,15,9.0,False,#ccffff,90
208,JY23,"(285, 23, 285, 23)",285,23,286,24,20,9.0,False,#ccffff,90
1550,JZ23,"(286, 23, 286, 23)",286,23,287,24,25,9.0,False,#ccffff,90
1502,KA23,"(287, 23, 287, 23)",287,23,288,24,30,9.0,False,#ccffff,90
107,KB23,"(288, 23, 288, 23)",288,23,289,24,35,9.0,False,#ccffff,90
63,KC23,"(289, 23, 289, 23)",289,23,290,24,40,9.0,False,#ccffff,90
19,KD23,"(290, 23, 290, 23)",290,23,291,24,45,9.0,False,#ccffff,90
1349,KE23,"(291, 23, 291, 23)",291,23,292,24,50,9.0,False,#ccffff,90
308,KF23,"(292, 23, 292, 23)",292,23,293,24,55,9.0,False,#ccffff,90
1639,KG23,"(293, 23, 293, 23)",293,23,294,24,5+1,9.0,False,#da9694,90
1593,KH23,"(294, 23, 294, 23)",294,23,295,24,05,9.0,False,#ccffff,90
1152,KI23,"(295, 23, 295, 23)",295,23,296,24,10,9.0,False,#ccffff,90
144,KJ23,"(296, 23, 296, 23)",296,23,297,24,15,9.0,False,#ccffff,90
102,KK23,"(297, 23, 297, 23)",297,23,298,24,20,9.0,False,#ccffff,90
1439,KL23,"(298, 23, 298, 23)",298,23,299,24,25,9.0,False,#ccffff,90
1009,KM23,"(299, 23, 299, 23)",299,23,300,24,30,9.0,False,#ccffff,90
1024,KN23,"(300, 23, 300, 23)",300,23,301,24,35,9.0,False,#ccffff,90
1675,KO23,"(301, 23, 301, 23)",301,23,302,24,40,9.0,False,#ccffff,90
1247,KP23,"(302, 23, 302, 23)",302,23,303,24,45,9.0,False,#ccffff,90
1257,KQ23,"(303, 23, 303, 23)",303,23,304,24,50,9.0,False,#ccffff,90
821,KR23,"(304, 23, 304, 23)",304,23,305,24,55,9.0,False,#ccffff,90
1536,KS23,"(305, 23, 305, 23)",305,23,306,24,6+1,9.0,False,#da9694,90
1100,KT23,"(306, 23, 306, 23)",306,23,307,24,05,9.0,False,#ccffff,90
1114,KU23,"(307, 23, 307, 23)",307,23,308,24,10,9.0,False,#ccffff,90
677,KV23,"(308, 23, 308, 23)",308,23,309,24,15,9.0,False,#ccffff,90
1327,KW23,"(309, 23, 309, 23)",309,23,310,24,20,9.0,False,#ccffff,90
949,KX23,"(310, 23, 310, 23)",310,23,311,24,25,9.0,False,#ccffff,90
910,KY23,"(311, 23, 311, 23)",311,23,312,24,30,9.0,False,#ccffff,90
524,KZ23,"(312, 23, 312, 23)",312,23,313,24,35,9.0,False,#ccffff,90
1187,LA23,"(313, 23, 313, 23)",313,23,314,24,40,9.0,False,#ccffff,90
814,LB23,"(314, 23, 314, 23)",314,23,315,24,45,9.0,False,#ccffff,90
763,LC23,"(315, 23, 315, 23)",315,23,316,24,50,9.0,False,#ccffff,90
715,LD23,"(316, 23, 316, 23)",316,23,317,24,55,9.0,False,#ccffff,90
1035,LE23,"(317, 23, 317, 23)",317,23,318,24,7+1,9.0,False,#da9694,90
989,LF23,"(318, 23, 318, 23)",318,23,319,24,05,9.0,False,#ccffff,90
619,LG23,"(319, 23, 319, 23)",319,23,320,24,10,9.0,False,#ccffff,90
569,LH23,"(320, 23, 320, 23)",320,23,321,24,15,9.0,False,#ccffff,90
100,LI23,"(321, 23, 321, 23)",321,23,322,24,20,9.0,False,#ccffff,90
846,LJ23,"(322, 23, 322, 23)",322,23,323,24,25,9.0,False,#ccffff,90
805,LK23,"(323, 23, 323, 23)",323,23,324,24,30,9.0,False,#ccffff,90
414,LL23,"(324, 23, 324, 23)",324,23,325,24,35,9.0,False,#ccffff,90
365,LM23,"(325, 23, 325, 23)",325,23,326,24,40,9.0,False,#ccffff,90
702,LN23,"(326, 23, 326, 23)",326,23,327,24,45,9.0,False,#ccffff,90
657,LO23,"(327, 23, 327, 23)",327,23,328,24,50,9.0,False,#ccffff,90
187,LP23,"(328, 23, 328, 23)",328,23,329,24,55,9.0,False,#ccffff,90
204,LQ23,"(329, 23, 329, 23)",329,23,330,24,8+1,9.0,False,#da9694,90
493,LR23,"(330, 23, 330, 23)",330,23,331,24,05,9.0,False,#ccffff,90
1645,LS23,"(331, 23, 331, 23)",331,23,332,24,10,9.0,False,#ccffff,90
44,LT23,"(332, 23, 332, 23)",332,23,333,24,15,9.0,False,#ccffff,90
1230,LU23,"(333, 23, 333, 23)",333,23,334,24,20,9.0,False,#ccffff,90
155,LV23,"(334, 23, 334, 23)",334,23,335,24,25,9.0,False,#ccffff,90
284,LW23,"(335, 23, 335, 23)",335,23,336,24,30,9.0,False,#ccffff,90
1625,LX23,"(336, 23, 336, 23)",336,23,337,24,35,9.0,False,#ccffff,90
1577,LY23,"(337, 23, 337, 23)",337,23,338,24,40,9.0,False,#ccffff,90
16,LZ23,"(338, 23, 338, 23)",338,23,339,24,45,9.0,False,#ccffff,90
1295,MA23,"(339, 23, 339, 23)",339,23,340,24,50,9.0,False,#ccffff,90
84,MB23,"(340, 23, 340, 23)",340,23,341,24,55,9.0,False,#ccffff,90
870,MC23,"(341, 23, 341, 23)",341,23,342,24,9+1,9.0,False,#da9694,90
1531,MD23,"(342, 23, 342, 23)",342,23,343,24,05,9.0,False,#ccffff,90
1148,ME23,"(343, 23, 343, 23)",343,23,344,24,10,9.0,False,#ccffff,90
1105,MF23,"(344, 23, 344, 23)",344,23,345,24,15,9.0,False,#ccffff,90
726,MG23,"(345, 23, 345, 23)",345,23,346,24,20,9.0,False,#ccffff,90
687,MH23,"(346, 23, 346, 23)",346,23,347,24,25,9.0,False,#ccffff,90
1332,MI23,"(347, 23, 347, 23)",347,23,348,24,30,9.0,False,#ccffff,90
956,MJ23,"(348, 23, 348, 23)",348,23,349,24,35,9.0,False,#ccffff,90
921,MK23,"(349, 23, 349, 23)",349,23,350,24,40,9.0,False,#ccffff,90
529,ML23,"(350, 23, 350, 23)",350,23,351,24,45,9.0,False,#ccffff,90
1196,MM23,"(351, 23, 351, 23)",351,23,352,24,50,9.0,False,#ccffff,90
819,MN23,"(352, 23, 352, 23)",352,23,353,24,55,9.0,False,#ccffff,90
770,MO23,"(353, 23, 353, 23)",353,23,354,24,10+1,9.0,False,#da9694,90
318,MP23,"(354, 23, 354, 23)",354,23,355,24,05,9.0,False,#ccffff,90
1043,MQ23,"(355, 23, 355, 23)",355,23,356,24,10,9.0,False,#ccffff,90
